geo_code,pos,ws,maps,country,prov,city,district
wx38,"[114.78515625, 40.869140625]","114.78515625,40.869140625","中国,河北省,张家口市,万全区",中国,河北省,张家口市,万全区
wqx3,"[111.62109375, 36.826171875]","111.62109375,36.826171875","中国,山西省,晋中市,灵石县",中国,山西省,晋中市,灵石县
wx55,"[116.89453125, 39.990234375]","116.89453125,39.990234375","中国,河北省,廊坊市,三河市",中国,河北省,廊坊市,三河市
wq79,"[106.34765625, 35.419921875]","106.34765625,35.419921875","中国,宁夏回族自治区,固原市,泾源县",中国,宁夏回族自治区,固原市,泾源县
wt97,"[114.43359375, 31.552734375]","114.43359375,31.552734375","中国,湖北省,孝感市,大悟县",中国,湖北省,孝感市,大悟县
wm3u,"[103.88671875, 30.322265625]","103.88671875,30.322265625","中国,四川省,眉山市,彭山区",中国,四川省,眉山市,彭山区
wws4,"[118.30078125, 37.001953125]","118.30078125,37.001953125","中国,山东省,东营市,广饶县",中国,山东省,东营市,广饶县
wwgq,"[117.24609375, 39.111328125]","117.24609375,39.111328125","中国,天津市,[],河东区",中国,天津市,[],河东区
tzur,"[84.90234375, 44.912109375]","84.90234375,44.912109375","中国,新疆维吾尔自治区,克拉玛依市,克拉玛依区",中国,新疆维吾尔自治区,克拉玛依市,克拉玛依区
wwhb,"[119.35546875, 33.837890625]","119.35546875,33.837890625","中国,江苏省,淮安市,涟水县",中国,江苏省,淮安市,涟水县
wm38,"[103.53515625, 29.619140625]","103.53515625,29.619140625","中国,四川省,乐山市,峨眉山市",中国,四川省,乐山市,峨眉山市
ww4g,"[116.54296875, 34.365234375]","116.54296875,34.365234375","中国,安徽省,宿州市,砀山县",中国,安徽省,宿州市,砀山县
wmp6,"[111.62109375, 28.564453125]","111.62109375,28.564453125","中国,湖南省,益阳市,安化县",中国,湖南省,益阳市,安化县
wmd2,"[104.58984375, 31.025390625]","104.58984375,31.025390625","中国,四川省,德阳市,中江县",中国,四川省,德阳市,中江县
wk3n,"[102.83203125, 25.048828125]","102.83203125,25.048828125","中国,云南省,昆明市,官渡区",中国,云南省,昆明市,官渡区
wwfk,"[115.83984375, 38.759765625]","115.83984375,38.759765625","中国,河北省,保定市,高阳县",中国,河北省,保定市,高阳县
wtjv,"[120.76171875, 29.091796875]","120.76171875,29.091796875","中国,浙江省,台州市,天台县",中国,浙江省,台州市,天台县
wmdk,"[104.58984375, 31.728515625]","104.58984375,31.728515625","中国,四川省,绵阳市,北川羌族自治县",中国,四川省,绵阳市,北川羌族自治县
wkyr,"[110.21484375, 28.037109375]","110.21484375,28.037109375","中国,湖南省,怀化市,辰溪县",中国,湖南省,怀化市,辰溪县
ws2n,"[112.67578125, 25.048828125]","112.67578125,25.048828125","中国,广东省,清远市,连州市",中国,广东省,清远市,连州市
wtmp,"[119.70703125, 30.849609375]","119.70703125,30.849609375","中国,浙江省,湖州市,安吉县",中国,浙江省,湖州市,安吉县
ww5h,"[116.89453125, 34.541015625]","116.89453125,34.541015625","中国,江苏省,徐州市,沛县",中国,江苏省,徐州市,沛县
whx5,"[100.01953125, 25.927734375]","100.01953125,25.927734375","中国,云南省,大理白族自治州,大理市",中国,云南省,大理白族自治州,大理市
ww21,"[112.67578125, 35.419921875]","112.67578125,35.419921875","中国,山西省,晋城市,泽州县",中国,山西省,晋城市,泽州县
wws1,"[118.30078125, 36.826171875]","118.30078125,36.826171875","中国,山东省,淄博市,临淄区",中国,山东省,淄博市,临淄区
ws0y,"[113.73046875, 23.642578125]","113.73046875,23.642578125","中国,广东省,广州市,从化区",中国,广东省,广州市,从化区
wmr6,"[111.62109375, 29.970703125]","111.62109375,29.970703125","中国,湖北省,荆州市,松滋市",中国,湖北省,荆州市,松滋市
ws0h,"[112.67578125, 23.291015625]","112.67578125,23.291015625","中国,广东省,肇庆市,鼎湖区",中国,广东省,肇庆市,鼎湖区
wwfq,"[115.83984375, 39.111328125]","115.83984375,39.111328125","中国,河北省,保定市,容城县",中国,河北省,保定市,容城县
ww5f,"[117.94921875, 34.189453125]","117.94921875,34.189453125","中国,江苏省,徐州市,邳州市",中国,江苏省,徐州市,邳州市
wm4q,"[104.58984375, 29.267578125]","104.58984375,29.267578125","中国,四川省,自贡市,贡井区",中国,四川省,自贡市,贡井区
wmps,"[111.97265625, 28.916015625]","111.97265625,28.916015625","中国,湖南省,常德市,汉寿县",中国,湖南省,常德市,汉寿县
ws1w,"[114.78515625, 23.642578125]","114.78515625,23.642578125","中国,广东省,河源市,紫金县",中国,广东省,河源市,紫金县
wtuv,"[119.35546875, 33.310546875]","119.35546875,33.310546875","中国,江苏省,扬州市,宝应县",中国,江苏省,扬州市,宝应县
w7ys,"[110.56640625, 21.884765625]","110.56640625,21.884765625","中国,广东省,茂名市,化州市",中国,广东省,茂名市,化州市
wqg2,"[105.99609375, 38.056640625]","105.99609375,38.056640625","中国,宁夏回族自治区,吴忠市,青铜峡市",中国,宁夏回族自治区,吴忠市,青铜峡市
wtkn,"[118.30078125, 30.673828125]","118.30078125,30.673828125","中国,安徽省,宣城市,泾县",中国,安徽省,宣城市,泾县
wxw3,"[121.46484375, 42.451171875]","121.46484375,42.451171875","中国,辽宁省,阜新市,阜新蒙古族自治县",中国,辽宁省,阜新市,阜新蒙古族自治县
wwkc,"[119.35546875, 35.419921875]","119.35546875,35.419921875","中国,山东省,日照市,东港区",中国,山东省,日照市,东港区
wmdt,"[104.94140625, 31.904296875]","104.94140625,31.904296875","中国,四川省,绵阳市,江油市",中国,四川省,绵阳市,江油市
ws0b,"[113.73046875, 22.587890625]","113.73046875,22.587890625","中国,[],[],[]",中国,[],[],[]
wwfz,"[116.54296875, 39.287109375]","116.54296875,39.287109375","中国,河北省,廊坊市,永清县",中国,河北省,廊坊市,永清县
wtmn,"[119.70703125, 30.673828125]","119.70703125,30.673828125","中国,浙江省,湖州市,安吉县",中国,浙江省,湖州市,安吉县
wse4,"[116.89453125, 25.751953125]","116.89453125,25.751953125","中国,福建省,龙岩市,连城县",中国,福建省,龙岩市,连城县
wx1y,"[115.13671875, 40.517578125]","115.13671875,40.517578125","中国,河北省,张家口市,下花园区",中国,河北省,张家口市,下花园区
wskt,"[119.00390625, 24.873046875]","119.00390625,24.873046875","中国,[],[],[]",中国,[],[],[]
wwcf,"[115.13671875, 38.408203125]","115.13671875,38.408203125","中国,河北省,保定市,定州市",中国,河北省,保定市,定州市
wmpt,"[111.97265625, 29.091796875]","111.97265625,29.091796875","中国,湖南省,常德市,鼎城区",中国,湖南省,常德市,鼎城区
ws7u,"[117.94921875, 24.697265625]","117.94921875,24.697265625","中国,福建省,漳州市,长泰县",中国,福建省,漳州市,长泰县
ww4n,"[115.48828125, 34.892578125]","115.48828125,34.892578125","中国,山东省,菏泽市,曹县",中国,山东省,菏泽市,曹县
tzuu,"[85.60546875, 44.384765625]","85.60546875,44.384765625","中国,新疆维吾尔自治区,塔城地区,沙湾县",中国,新疆维吾尔自治区,塔城地区,沙湾县
y8r3,"[122.87109375, 46.669921875]","122.87109375,46.669921875","中国,内蒙古自治区,兴安盟,扎赉特旗",中国,内蒙古自治区,兴安盟,扎赉特旗
ww9q,"[114.43359375, 37.705078125]","114.43359375,37.705078125","中国,河北省,石家庄市,赞皇县",中国,河北省,石家庄市,赞皇县
wkyt,"[110.56640625, 27.685546875]","110.56640625,27.685546875","中国,湖南省,怀化市,溆浦县",中国,湖南省,怀化市,溆浦县
wxx3,"[122.87109375, 42.451171875]","122.87109375,42.451171875","中国,辽宁省,沈阳市,法库县",中国,辽宁省,沈阳市,法库县
yb8s,"[124.62890625, 48.603515625]","124.62890625,48.603515625","中国,黑龙江省,齐齐哈尔市,讷河市",中国,黑龙江省,齐齐哈尔市,讷河市
wt34,"[114.08203125, 29.970703125]","114.08203125,29.970703125","中国,湖北省,咸宁市,赤壁市",中国,湖北省,咸宁市,赤壁市
wrhj,"[107.05078125, 40.341796875]","107.05078125,40.341796875","中国,内蒙古自治区,巴彦淖尔市,磴口县",中国,内蒙古自治区,巴彦淖尔市,磴口县
wkpk,"[111.62109375, 23.291015625]","111.62109375,23.291015625","中国,广东省,肇庆市,封开县",中国,广东省,肇庆市,封开县
ww2j,"[112.67578125, 36.123046875]","112.67578125,36.123046875","中国,山西省,长治市,长子县",中国,山西省,长治市,长子县
wkp2,"[111.62109375, 22.587890625]","111.62109375,22.587890625","中国,广东省,云浮市,罗定市",中国,广东省,云浮市,罗定市
wmrt,"[111.97265625, 30.498046875]","111.97265625,30.498046875","中国,湖北省,荆州市,荆州区",中国,湖北省,荆州市,荆州区
ww5d,"[117.59765625, 34.189453125]","117.59765625,34.189453125","中国,江苏省,徐州市,铜山区",中国,江苏省,徐州市,铜山区
ws08,"[113.37890625, 22.587890625]","113.37890625,22.587890625","中国,广东省,中山市,[]",中国,广东省,中山市,[]
wwym,"[121.46484375, 38.935546875]","121.46484375,38.935546875","中国,辽宁省,大连市,甘井子区",中国,辽宁省,大连市,甘井子区
ws6m,"[115.83984375, 24.873046875]","115.83984375,24.873046875","中国,广东省,梅州市,平远县",中国,广东省,梅州市,平远县
wm1x,"[103.53515625, 29.443359375]","103.53515625,29.443359375","中国,四川省,乐山市,沙湾区",中国,四川省,乐山市,沙湾区
w7ur,"[107.40234375, 22.412109375]","107.40234375,22.412109375","中国,广西壮族自治区,崇左市,江州区",中国,广西壮族自治区,崇左市,江州区
wwec,"[117.94921875, 36.826171875]","117.94921875,36.826171875","中国,山东省,淄博市,张店区",中国,山东省,淄博市,张店区
wt2c,"[113.73046875, 29.794921875]","113.73046875,29.794921875","中国,湖北省,咸宁市,赤壁市",中国,湖北省,咸宁市,赤壁市
ws7e,"[117.59765625, 24.521484375]","117.59765625,24.521484375","中国,福建省,漳州市,南靖县",中国,福建省,漳州市,南靖县
wwhz,"[119.35546875, 35.068359375]","119.35546875,35.068359375","中国,[],[],[]",中国,[],[],[]
wt33,"[114.43359375, 29.794921875]","114.43359375,29.794921875","中国,湖北省,咸宁市,咸安区",中国,湖北省,咸宁市,咸安区
wm0f,"[102.48046875, 28.564453125]","102.48046875,28.564453125","中国,四川省,凉山彝族自治州,越西县",中国,四川省,凉山彝族自治州,越西县
ws9e,"[114.78515625, 25.927734375]","114.78515625,25.927734375","中国,江西省,赣州市,南康区",中国,江西省,赣州市,南康区
wwh5,"[118.30078125, 34.365234375]","118.30078125,34.365234375","中国,江苏省,徐州市,新沂市",中国,江苏省,徐州市,新沂市
wte4,"[116.89453125, 31.376953125]","116.89453125,31.376953125","中国,安徽省,六安市,舒城县",中国,安徽省,六安市,舒城县
wsfp,"[115.48828125, 28.037109375]","115.48828125,28.037109375","中国,江西省,宜春市,樟树市",中国,江西省,宜春市,樟树市
wkkc,"[108.10546875, 24.169921875]","108.10546875,24.169921875","中国,广西壮族自治区,河池市,都安瑶族自治县",中国,广西壮族自治区,河池市,都安瑶族自治县
wkrh,"[111.26953125, 24.697265625]","111.26953125,24.697265625","中国,广西壮族自治区,贺州市,富川瑶族自治县",中国,广西壮族自治区,贺州市,富川瑶族自治县
wmpv,"[112.32421875, 29.091796875]","112.32421875,29.091796875","中国,湖南省,益阳市,南县",中国,湖南省,益阳市,南县
wm78,"[106.34765625, 29.619140625]","106.34765625,29.619140625","中国,重庆市,[],沙坪坝区",中国,重庆市,[],沙坪坝区
wnzd,"[100.72265625, 38.408203125]","100.72265625,38.408203125","中国,甘肃省,张掖市,民乐县",中国,甘肃省,张掖市,民乐县
wtux,"[119.00390625, 33.662109375]","119.00390625,33.662109375","中国,江苏省,淮安市,淮阴区",中国,江苏省,淮安市,淮阴区
wqjs,"[109.16015625, 34.541015625]","109.16015625,34.541015625","中国,陕西省,西安市,高陵区",中国,陕西省,西安市,高陵区
wn7r,"[94.74609375, 36.474609375]","94.74609375,36.474609375","中国,青海省,海西蒙古族藏族自治州,格尔木市",中国,青海省,海西蒙古族藏族自治州,格尔木市
wqnn,"[109.86328125, 34.892578125]","109.86328125,34.892578125","中国,陕西省,渭南市,大荔县",中国,陕西省,渭南市,大荔县
wtq0,"[121.11328125, 29.619140625]","121.11328125,29.619140625","中国,浙江省,宁波市,奉化区",中国,浙江省,宁波市,奉化区
wx23,"[113.02734375, 41.044921875]","113.02734375,41.044921875","中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗",中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
wkxz,"[112.32421875, 26.630859375]","112.32421875,26.630859375","中国,湖南省,衡阳市,衡南县",中国,湖南省,衡阳市,衡南县
wkxq,"[111.62109375, 26.455078125]","111.62109375,26.455078125","中国,湖南省,永州市,冷水滩区",中国,湖南省,永州市,冷水滩区
wkps,"[111.97265625, 23.291015625]","111.97265625,23.291015625","中国,广东省,肇庆市,德庆县",中国,广东省,肇庆市,德庆县
wm3e,"[103.53515625, 30.146484375]","103.53515625,30.146484375","中国,四川省,眉山市,东坡区",中国,四川省,眉山市,东坡区
wqhz,"[108.10546875, 35.068359375]","108.10546875,35.068359375","中国,陕西省,咸阳市,彬县",中国,陕西省,咸阳市,彬县
wxkv,"[119.35546875, 41.748046875]","119.35546875,41.748046875","中国,辽宁省,朝阳市,建平县",中国,辽宁省,朝阳市,建平县
wmsj,"[107.05078125, 31.904296875]","107.05078125,31.904296875","中国,四川省,巴中市,巴州区",中国,四川省,巴中市,巴州区
wmpr,"[111.62109375, 29.443359375]","111.62109375,29.443359375","中国,湖南省,常德市,临澧县",中国,湖南省,常德市,临澧县
y8rp,"[122.51953125, 47.724609375]","122.51953125,47.724609375","中国,内蒙古自治区,呼伦贝尔市,扎兰屯市",中国,内蒙古自治区,呼伦贝尔市,扎兰屯市
wt09,"[113.37890625, 28.388671875]","113.37890625,28.388671875","中国,湖南省,长沙市,浏阳市",中国,湖南省,长沙市,浏阳市
wtvd,"[120.41015625, 32.783203125]","120.41015625,32.783203125","中国,江苏省,盐城市,东台市",中国,江苏省,盐城市,东台市
wsvy,"[120.76171875, 27.861328125]","120.76171875,27.861328125","中国,浙江省,温州市,龙湾区",中国,浙江省,温州市,龙湾区
wj7r,"[94.74609375, 30.849609375]","94.74609375,30.849609375","中国,西藏自治区,昌都市,边坝县",中国,西藏自治区,昌都市,边坝县
wsbh,"[112.67578125, 27.509765625]","112.67578125,27.509765625","中国,湖南省,湘潭市,湘潭县",中国,湖南省,湘潭市,湘潭县
y9n2,"[121.46484375, 50.712890625]","121.46484375,50.712890625","中国,内蒙古自治区,呼伦贝尔市,根河市",中国,内蒙古自治区,呼伦贝尔市,根河市
whxe,"[100.72265625, 25.927734375]","100.72265625,25.927734375","中国,云南省,大理白族自治州,宾川县",中国,云南省,大理白族自治州,宾川县
wkxw,"[111.97265625, 26.455078125]","111.97265625,26.455078125","中国,湖南省,永州市,祁阳县",中国,湖南省,永州市,祁阳县
wm7k,"[105.99609375, 30.322265625]","105.99609375,30.322265625","中国,重庆市,[],合川区",中国,重庆市,[],合川区
wwmy,"[120.76171875, 36.298828125]","120.76171875,36.298828125","中国,[],[],[]",中国,[],[],[]
ws5q,"[117.24609375, 23.642578125]","117.24609375,23.642578125","中国,福建省,漳州市,诏安县",中国,福建省,漳州市,诏安县
wt1m,"[114.43359375, 29.091796875]","114.43359375,29.091796875","中国,江西省,九江市,修水县",中国,江西省,九江市,修水县
wmp2,"[111.62109375, 28.212890625]","111.62109375,28.212890625","中国,湖南省,益阳市,安化县",中国,湖南省,益阳市,安化县
wt40,"[115.48828125, 28.212890625]","115.48828125,28.212890625","中国,江西省,宜春市,高安市",中国,江西省,宜春市,高安市
ws99,"[114.78515625, 25.576171875]","114.78515625,25.576171875","中国,江西省,赣州市,南康区",中国,江西省,赣州市,南康区
ws3j,"[114.08203125, 24.873046875]","114.08203125,24.873046875","中国,广东省,韶关市,始兴县",中国,广东省,韶关市,始兴县
wscj,"[114.08203125, 27.685546875]","114.08203125,27.685546875","中国,江西省,萍乡市,芦溪县",中国,江西省,萍乡市,芦溪县
wkzy,"[112.32421875, 27.861328125]","112.32421875,27.861328125","中国,湖南省,湘潭市,湘乡市",中国,湖南省,湘潭市,湘乡市
wm8b,"[102.48046875, 31.025390625]","102.48046875,31.025390625","中国,四川省,阿坝藏族羌族自治州,小金县",中国,四川省,阿坝藏族羌族自治州,小金县
webx,"[113.37890625, 22.412109375]","113.37890625,22.412109375","中国,广东省,中山市,[]",中国,广东省,中山市,[]
wkxb,"[112.32421875, 25.400390625]","112.32421875,25.400390625","中国,湖南省,永州市,蓝山县",中国,湖南省,永州市,蓝山县
ww5q,"[117.24609375, 34.892578125]","117.24609375,34.892578125","中国,山东省,枣庄市,滕州市",中国,山东省,枣庄市,滕州市
wthj,"[118.30078125, 29.091796875]","118.30078125,29.091796875","中国,浙江省,衢州市,开化县",中国,浙江省,衢州市,开化县
wqj7,"[108.80859375, 34.365234375]","108.80859375,34.365234375","中国,陕西省,咸阳市,渭城区",中国,陕西省,咸阳市,渭城区
wseu,"[117.94921875, 26.103515625]","117.94921875,26.103515625","中国,福建省,三明市,尤溪县",中国,福建省,三明市,尤溪县
wk4h,"[104.23828125, 23.291015625]","104.23828125,23.291015625","中国,云南省,文山壮族苗族自治州,文山市",中国,云南省,文山壮族苗族自治州,文山市
wkrv,"[112.32421875, 24.873046875]","112.32421875,24.873046875","中国,广东省,清远市,连州市",中国,广东省,清远市,连州市
wqj4,"[108.45703125, 34.189453125]","108.45703125,34.189453125","中国,陕西省,西安市,周至县",中国,陕西省,西安市,周至县
wq5n,"[105.64453125, 34.892578125]","105.64453125,34.892578125","中国,甘肃省,天水市,秦安县",中国,甘肃省,天水市,秦安县
wm4z,"[105.29296875, 29.443359375]","105.29296875,29.443359375","中国,四川省,内江市,隆昌市",中国,四川省,内江市,隆昌市
wnzn,"[100.01953125, 39.111328125]","100.01953125,39.111328125","中国,甘肃省,张掖市,临泽县",中国,甘肃省,张掖市,临泽县
vb5m,"[83.49609375, 45.966796875]","83.49609375,45.966796875","中国,新疆维吾尔自治区,塔城地区,托里县",中国,新疆维吾尔自治区,塔城地区,托里县
ws0r,"[113.02734375, 23.818359375]","113.02734375,23.818359375","中国,广东省,清远市,清新区",中国,广东省,清远市,清新区
ws4h,"[115.48828125, 23.291015625]","115.48828125,23.291015625","中国,广东省,汕尾市,陆河县",中国,广东省,汕尾市,陆河县
wsbc,"[113.73046875, 26.982421875]","113.73046875,26.982421875","中国,湖南省,株洲市,茶陵县",中国,湖南省,株洲市,茶陵县
wqxy,"[112.32421875, 37.705078125]","112.32421875,37.705078125","中国,山西省,太原市,清徐县",中国,山西省,太原市,清徐县
wth7,"[118.65234375, 28.740234375]","118.65234375,28.740234375","中国,浙江省,衢州市,江山市",中国,浙江省,衢州市,江山市
wmnc,"[110.91796875, 28.388671875]","110.91796875,28.388671875","中国,湖南省,益阳市,安化县",中国,湖南省,益阳市,安化县
wtby,"[113.73046875, 33.486328125]","113.73046875,33.486328125","中国,河南省,漯河市,舞阳县",中国,河南省,漯河市,舞阳县
wwc0,"[114.08203125, 38.056640625]","114.08203125,38.056640625","中国,河北省,石家庄市,井陉县",中国,河北省,石家庄市,井陉县
wtjs,"[120.41015625, 28.916015625]","120.41015625,28.916015625","中国,浙江省,金华市,磐安县",中国,浙江省,金华市,磐安县
wth5,"[118.30078125, 28.740234375]","118.30078125,28.740234375","中国,江西省,上饶市,玉山县",中国,江西省,上饶市,玉山县
wtjq,"[120.05859375, 29.267578125]","120.05859375,29.267578125","中国,浙江省,金华市,义乌市",中国,浙江省,金华市,义乌市
wtmd,"[120.41015625, 29.970703125]","120.41015625,29.970703125","中国,浙江省,绍兴市,柯桥区",中国,浙江省,绍兴市,柯桥区
wtcp,"[114.08203125, 33.662109375]","114.08203125,33.662109375","中国,河南省,漯河市,郾城区",中国,河南省,漯河市,郾城区
wmqz,"[110.91796875, 30.849609375]","110.91796875,30.849609375","中国,湖北省,宜昌市,秭归县",中国,湖北省,宜昌市,秭归县
wm4p,"[104.23828125, 29.443359375]","104.23828125,29.443359375","中国,四川省,自贡市,荣县",中国,四川省,自贡市,荣县
w7zp,"[111.26953125, 22.412109375]","111.26953125,22.412109375","中国,广东省,茂名市,信宜市",中国,广东省,茂名市,信宜市
wkpn,"[111.26953125, 23.642578125]","111.26953125,23.642578125","中国,广西壮族自治区,梧州市,万秀区",中国,广西壮族自治区,梧州市,万秀区
wqxg,"[112.32421875, 37.177734375]","112.32421875,37.177734375","中国,山西省,晋中市,平遥县",中国,山西省,晋中市,平遥县
wsu0,"[118.30078125, 26.806640625]","118.30078125,26.806640625","中国,福建省,南平市,建瓯市",中国,福建省,南平市,建瓯市
wtmr,"[120.05859375, 30.849609375]","120.05859375,30.849609375","中国,浙江省,湖州市,吴兴区",中国,浙江省,湖州市,吴兴区
wwft,"[116.19140625, 38.935546875]","116.19140625,38.935546875","中国,河北省,保定市,雄县",中国,河北省,保定市,雄县
wxuc,"[119.35546875, 43.857421875]","119.35546875,43.857421875","中国,内蒙古自治区,赤峰市,巴林左旗",中国,内蒙古自治区,赤峰市,巴林左旗
ws2u,"[113.73046875, 24.697265625]","113.73046875,24.697265625","中国,广东省,韶关市,曲江区",中国,广东省,韶关市,曲江区
wwc8,"[114.78515625, 38.056640625]","114.78515625,38.056640625","中国,河北省,石家庄市,藁城区",中国,河北省,石家庄市,藁城区
wtk6,"[118.65234375, 29.970703125]","118.65234375,29.970703125","中国,安徽省,黄山市,歙县",中国,安徽省,黄山市,歙县
ws92,"[114.43359375, 25.400390625]","114.43359375,25.400390625","中国,江西省,赣州市,大余县",中国,江西省,赣州市,大余县
wxte,"[120.41015625, 42.802734375]","120.41015625,42.802734375","中国,内蒙古自治区,赤峰市,敖汉旗",中国,内蒙古自治区,赤峰市,敖汉旗
wsvt,"[120.41015625, 27.685546875]","120.41015625,27.685546875","中国,浙江省,温州市,平阳县",中国,浙江省,温州市,平阳县
wkj4,"[108.45703125, 22.939453125]","108.45703125,22.939453125","中国,广西壮族自治区,南宁市,兴宁区",中国,广西壮族自治区,南宁市,兴宁区
wsv2,"[120.05859375, 26.806640625]","120.05859375,26.806640625","中国,福建省,宁德市,霞浦县",中国,福建省,宁德市,霞浦县
wqbc,"[102.48046875, 38.232421875]","102.48046875,38.232421875","中国,甘肃省,金昌市,永昌县",中国,甘肃省,金昌市,永昌县
ww3k,"[114.43359375, 35.947265625]","114.43359375,35.947265625","中国,河南省,安阳市,汤阴县",中国,河南省,安阳市,汤阴县
wkk1,"[107.05078125, 24.169921875]","107.05078125,24.169921875","中国,广西壮族自治区,河池市,巴马瑶族自治县",中国,广西壮族自治区,河池市,巴马瑶族自治县
wtv8,"[120.41015625, 32.431640625]","120.41015625,32.431640625","中国,江苏省,南通市,海安县",中国,江苏省,南通市,海安县
ws9u,"[115.13671875, 26.103515625]","115.13671875,26.103515625","中国,江西省,赣州市,赣县区",中国,江西省,赣州市,赣县区
wx43,"[115.83984375, 39.638671875]","115.83984375,39.638671875","中国,北京市,[],房山区",中国,北京市,[],房山区
whxk,"[100.37109375, 26.103515625]","100.37109375,26.103515625","中国,云南省,大理白族自治州,鹤庆县",中国,云南省,大理白族自治州,鹤庆县
wktz,"[109.51171875, 26.630859375]","109.51171875,26.630859375","中国,湖南省,怀化市,靖州苗族侗族自治县",中国,湖南省,怀化市,靖州苗族侗族自治县
ww5u,"[117.94921875, 34.541015625]","117.94921875,34.541015625","中国,江苏省,徐州市,邳州市",中国,江苏省,徐州市,邳州市
wkzj,"[111.26953125, 27.685546875]","111.26953125,27.685546875","中国,湖南省,娄底市,新化县",中国,湖南省,娄底市,新化县
ybjh,"[130.95703125, 45.791015625]","130.95703125,45.791015625","中国,黑龙江省,七台河市,桃山区",中国,黑龙江省,七台河市,桃山区
ws0s,"[113.37890625, 23.291015625]","113.37890625,23.291015625","中国,广东省,广州市,白云区",中国,广东省,广州市,白云区
wkx2,"[111.62109375, 25.400390625]","111.62109375,25.400390625","中国,湖南省,永州市,道县",中国,湖南省,永州市,道县
wxw4,"[121.11328125, 42.626953125]","121.11328125,42.626953125","中国,内蒙古自治区,通辽市,奈曼旗",中国,内蒙古自治区,通辽市,奈曼旗
wm79,"[106.34765625, 29.794921875]","106.34765625,29.794921875","中国,重庆市,[],璧山区",中国,重庆市,[],璧山区
wk0w,"[102.12890625, 23.642578125]","102.12890625,23.642578125","中国,云南省,玉溪市,元江哈尼族彝族傣族自治县",中国,云南省,玉溪市,元江哈尼族彝族傣族自治县
wms3,"[107.40234375, 31.201171875]","107.40234375,31.201171875","中国,四川省,达州市,通川区",中国,四川省,达州市,通川区
wxp3,"[122.87109375, 39.638671875]","122.87109375,39.638671875","中国,辽宁省,大连市,庄河市",中国,辽宁省,大连市,庄河市
wk0n,"[101.42578125, 23.642578125]","101.42578125,23.642578125","中国,云南省,普洱市,墨江哈尼族自治县",中国,云南省,普洱市,墨江哈尼族自治县
wsuk,"[118.65234375, 27.509765625]","118.65234375,27.509765625","中国,福建省,南平市,松溪县",中国,福建省,南平市,松溪县
ww7k,"[117.24609375, 35.947265625]","117.24609375,35.947265625","中国,山东省,泰安市,岱岳区",中国,山东省,泰安市,岱岳区
wm9b,"[103.88671875, 31.025390625]","103.88671875,31.025390625","中国,四川省,成都市,彭州市",中国,四川省,成都市,彭州市
wtjk,"[120.05859375, 28.916015625]","120.05859375,28.916015625","中国,浙江省,金华市,永康市",中国,浙江省,金华市,永康市
y8vb,"[120.76171875, 49.306640625]","120.76171875,49.306640625","中国,内蒙古自治区,呼伦贝尔市,牙克石市",中国,内蒙古自治区,呼伦贝尔市,牙克石市
wtfw,"[116.19140625, 33.486328125]","116.19140625,33.486328125","中国,安徽省,亳州市,涡阳县",中国,安徽省,亳州市,涡阳县
wsbk,"[113.02734375, 27.509765625]","113.02734375,27.509765625","中国,湖南省,株洲市,株洲县",中国,湖南省,株洲市,株洲县
whqz,"[99.66796875, 25.224609375]","99.66796875,25.224609375","中国,云南省,大理白族自治州,永平县",中国,云南省,大理白族自治州,永平县
wttm,"[120.05859375, 31.904296875]","120.05859375,31.904296875","中国,江苏省,无锡市,江阴市",中国,江苏省,无锡市,江阴市
wtb0,"[112.67578125, 32.431640625]","112.67578125,32.431640625","中国,河南省,南阳市,唐河县",中国,河南省,南阳市,唐河县
wsue,"[119.00390625, 27.333984375]","119.00390625,27.333984375","中国,福建省,南平市,政和县",中国,福建省,南平市,政和县
ww0u,"[113.73046875, 34.541015625]","113.73046875,34.541015625","中国,河南省,郑州市,新郑市",中国,河南省,郑州市,新郑市
wx5g,"[117.94921875, 39.990234375]","117.94921875,39.990234375","中国,河北省,唐山市,遵化市",中国,河北省,唐山市,遵化市
wkpe,"[111.97265625, 23.115234375]","111.97265625,23.115234375","中国,广东省,云浮市,云安区",中国,广东省,云浮市,云安区
ww1v,"[115.13671875, 34.716796875]","115.13671875,34.716796875","中国,河南省,商丘市,民权县",中国,河南省,商丘市,民权县
wx1r,"[114.43359375, 40.693359375]","114.43359375,40.693359375","中国,河北省,张家口市,怀安县",中国,河北省,张家口市,怀安县
wsut,"[119.00390625, 27.685546875]","119.00390625,27.685546875","中国,浙江省,丽水市,庆元县",中国,浙江省,丽水市,庆元县
ws6c,"[116.54296875, 24.169921875]","116.54296875,24.169921875","中国,广东省,梅州市,大埔县",中国,广东省,梅州市,大埔县
ws6n,"[115.48828125, 25.048828125]","115.48828125,25.048828125","中国,江西省,赣州市,安远县",中国,江西省,赣州市,安远县
wtms,"[120.41015625, 30.322265625]","120.41015625,30.322265625","中国,浙江省,嘉兴市,海宁市",中国,浙江省,嘉兴市,海宁市
wwf6,"[115.83984375, 38.408203125]","115.83984375,38.408203125","中国,河北省,沧州市,肃宁县",中国,河北省,沧州市,肃宁县
ww28,"[113.37890625, 35.244140625]","113.37890625,35.244140625","中国,河南省,焦作市,马村区",中国,河南省,焦作市,马村区
